ERIC_ID,Title,Authors,Year,Abstract,Journal,Source,DOI,URL,Keywords,Language,Publication_Type
EJ1413267,A New Chapter Is Being Written about Writing Instruction: Instructional Leadership at K-12 Levels in the Age of Artificial Intelligence (AI),Pinar Ayyildiz; Adem Yilmaz,2023,"In this study, in which artificial intelligence applications are examined at the K-12 level, the discussions are multi-dimensional. The use of artificial intelligence applications at the K-12 level, and especially the integrated use of online writing tools into the writing lessons, has led to the occurrence of plagiarism from time to time. In the first place, the fact that artificial intelligence applications create the feeling of being able to think like a human causes student to fully trust this software. What is more, when the subject is approached in terms of educational leadership, teachers' transfer of experience and high level of interaction during teaching and learning decreases. Because artificial intelligence applications individualize the education process and allow students to work more independently from the teacher and from peers. That being said, there are some points that are worth noting here. AI applications should be used as a tool, not an end because when these applications are utilized accountability cannot always be attained. The number of teachers who are already competent in informing and supervising students against malpractices is not sufficient. The fact that teachers are not fully competent in this respect poses a danger to the control and safety of the process. In order for artificial intelligence applications to be exercised effectively at the K-12 level, some software languages and coding skills must be acquired. Lastly, important steps need to be taken towards the future of artificial intelligence applications. Each country should include them in their education systems through their curricula from an early age along with AI applications. In this direction, teacher training programs should also be reviewed. It is of crucial importance to raise the awareness of the society on artificial intelligence, and about ethical rules and morality.",Educational Policy Analysis and Strategic Research,v18 n4 p82-101 2023,,http://eric.ed.gov/?id=EJ1413267,Artificial Intelligence; Elementary Secondary Education; Writing Instruction; Educational Technology; Plagiarism; Technology Uses in Education; Ethics; Instructional Leadership,English,Journal Articles; Reports - Research
EJ1477732,A Call for Clarity: Biology Students Advocate for Guidelines for the Use of Generative AI in Higher Education,Raquel Coelho; Anne E. Bjune; Ståle Ellingsen; Belinda Munoz Solheim; Ruben Thormodsaeter; Barbara Wasson; Sehoya Cotner,2025,"Questions around the use and regulation of Generative AI (GenAI) in educational contexts are widespread among both students and educators; an important step toward addressing these questions is to gain a full and nuanced understanding of the perspectives at play. To that end, this study surveyed 742 biology students across nine higher education institutions in Norway to understand their experiences with and perspectives on integrating GenAI tools into their education. Findings indicate that students support a balanced approach to integrating these tools, viewing platforms such as ChatGPT positively, primarily as supplementary learning aids. However, they raised concerns about ethics, accuracy, and bias and emphasized the need for institutional guidelines and training to support responsible use and enhance learning. This study aims to broaden perspectives from students globally and provide evidence that supports strategies to meet students' needs; in parallel, we advocate for designing effective educator-student partnerships as a means of exploring the best ways to use GenAI tools in higher education.",Journal of Science Education and Technology,v34 n4 p853-865 2025,10.1007/s10956-025-10216-1,http://eric.ed.gov/?id=EJ1477732,Biology; Science Instruction; Artificial Intelligence; Student Surveys; Student Attitudes; Computer Software; Ethics; Accuracy; Guidelines; Student Needs; Teacher Student Relationship; Instructional Design; Bias; College Students; Technology Integration; Foreign Countries,English,Journal Articles; Reports - Research
ED675663,Privacy-Preserving Distributed Link Predictions among Peers in Online Classrooms Using Federated Learning,Anurata Prabha Hridi; Muntasir Hoq; Zhikai Gao; Collin Lynch; Rajeev Sahay; Seyyedali Hosseinalipour; Bita Akram,2025,"Social interactions among classroom peers, represented as social learning networks (SLNs), play a crucial role in enhancing learning outcomes. While SLN analysis has recently garnered attention, most existing approaches rely on centralized training, where data is aggregated and processed on a local/cloud server with direct access to raw data. However, in real-world educational settings, such direct access across multiple classrooms is often restricted due to privacy concerns. Furthermore, training models on isolated classroom data prevents the identification of common interaction patterns that exist across multiple classrooms, thereby limiting model performance. To address these challenges, we propose one of the first frameworks that integrates Federated Learning (FL), a distributed and collaborative machine learning (ML) paradigm, with SLNs derived from students' interactions in multiple classrooms' online forums to predict future link formations (i.e., interactions) among students. By leveraging FL, our approach enables collaborative model training across multiple classrooms while preserving data privacy, as it eliminates the need for raw data centralization. Recognizing that each classroom may exhibit unique student interaction dynamics, we further employ model personalization techniques to adapt the FL model to individual classroom characteristics. Our results demonstrate the effectiveness of our approach in capturing both shared and classroom-specific representations of student interactions in SLNs. Additionally, we utilize explainable AI (XAI) techniques to interpret model predictions, identifying key factors that influence link formation across different classrooms. These insights unveil the drivers of social learning interactions within a privacy-preserving, collaborative, and distributed ML framework--an aspect that has not been explored before. [For the complete proceedings, see ED675583.]",International Educational Data Mining Society,"Paper presented at the International Conference on Educational Data Mining (EDM) (18th, Palermo, Italy, Jul 20-23, 2025)",,http://eric.ed.gov/?id=ED675663,Privacy; Peer Relationship; Online Courses; Social Networks; Cooperative Learning; Artificial Intelligence; Technology Uses in Education; Program Effectiveness; Interaction,,Speeches/Meeting Papers; Reports - Research
EJ1459552,Charting the Future of Assessments. Research Report. ETS RR-24-13,Patrick Kyllonen; Amit Sevak; Teresa Ober; Ikkyu Choi; Jesse Sparks; Daniel Fishtein,2024,"Assessment refers to a broad array of approaches for measuring or evaluating a person's (or group of persons') skills, behaviors, dispositions, or other attributes. Assessments range from standardized tests used in admissions, employee selection, licensure examinations, and domestic and international large-scale assessments of cognitive and behavioral skills to formative K-12 classroom curricular assessments. The various types of assessments are used for a wide variety of purposes, but they also have many common elements, such as standards for their reliability, validity, and fairness--even classroom assessments have standards. We believe the future of assessment will involve a shift in emphasis on what skills will be measured, innovations in how we go about measuring them, the use of advanced technologies for test operations, and an expansion in the value and kinds of information that test takers will receive from taking the assessment. In this paper, we argue and provide evidence for our belief that the future of assessment contains challenges but is promising. The challenges include risks associated with security and exposure of personal data, test score bias, and inappropriate test uses, all of which may be exacerbated by the growing infiltration of artificial intelligence (AI) into our lives. The promise is increasing opportunities for testing to help individuals achieve their education and career goals and contribute to well-being and overall quality of life. To help achieve this promise we focus on the evidence-based science of measurement in education and workplace learning, a theme throughout this paper.",ETS Research Report Series,Dec 2024,,http://eric.ed.gov/?id=EJ1459552,Assessment Literacy; Testing; Test Bias; Test Construction; Test Format; Test Interpretation; Test Reliability; Test Validity; Computer Assisted Testing; Artificial Intelligence; Test Use; Information Security; Soft Skills; Goal Orientation; Well Being; Quality of Life; Evidence Based Practice; Workplace Learning; Academic Achievement; Thinking Skills; Alternative Assessment,English,Journal Articles; Reports - Evaluative
ED676273,Multifaceted Assessment of Responsible Use and Bias in Language Models for Education,Ishrat Ahmed; Wenxing Liu; Rod D. Roscoe; Elizabeth Reilley; Danielle S. McNamara,2025,"Large language models (LLMs) are increasingly being utilized to develop tools and services in various domains, including education. However, due to the nature of the training data, these models are susceptible to inherent social or cognitive biases, which can influence their outputs. Furthermore, their handling of critical topics, such as privacy and sensitive questions, is essential for responsible deployment. This study proposes a framework for the automatic detection of biases and violations of responsible use using a synthetic question-based dataset mimicking student-chatbot interactions. We employ the LLM-as-a-judge method to evaluate multiple LLMs for biased responses. Our findings show that some models exhibit more bias than others, highlighting the need for careful consideration when selecting models for deployment in educational and other high-stakes applications. These results emphasize the importance of addressing bias in LLMs and implementing robust mechanisms to uphold responsible AI use in real-world services.",Grantee Submission,Computers v14 n3 Article 100 2025,,http://eric.ed.gov/?id=ED676273,Artificial Intelligence; Natural Language Processing; Computer Mediated Communication; College Students; Ethics; Computer Uses in Education; Automation; Social Bias; Privacy; Safety; Evaluation Methods,,Journal Articles; Reports - Research
ED662806,Examination of Artificial Intelligence Literacy Levels of Psychological Counseling Candidates: A Qualitative Study,Irem Topuz; Beyza Nur Çelik,2024,"This qualitative research aims to examine the artificial intelligence literacy levels of psychological counseling candidates. Within the scope of the research, semi-structured interviews were conducted with 3rd and 4th-year students of the Guidance and Psychological Counseling program, and the views of 18 participants were analyzed. The data were processed using thematic analysis with the QDA Miner Lite 3.0 program. According to the research findings, participants stated that artificial intelligence lacks human aspects but can function as a support assistant for psychological counselors. In terms of ethical issues, privacy concerns were prominent, and some participants expressed that artificial intelligence could help resolve ethical dilemmas. In the context of future-oriented views, it was emphasized that artificial intelligence literacy should be increased, integrated into the curriculum, and current technologies should be followed. Concerns about trust and danger indicate that confidence in artificial intelligence needs to be increased. Regarding usage problems and purposes, it was stated that the correct and effective use of artificial intelligence could increase the efficiency of counseling processes. The research reveals a significant gap in artificial intelligence literacy among psychological counseling candidates and highlights the need to strengthen education in this area. The majority of participants have limited knowledge about artificial intelligence, showing the necessity of placing more emphasis on this topic in educational programs. Additionally, it is understood that artificial intelligence tools currently used in psychological counseling practice will play an even more critical role in the future. The study emphasizes that to support the professional advancement of psychological counseling candidates, their artificial intelligence literacy levels must be increased. [This paper was published in: ""EJER Congress 2024 International Eurasian Educational Research Congress Conference Proceedings,"" edited by Senel Poyrazli, Ani Publishing, 2024, pp. 40-45.]",Online Submission,"Paper presented at the International Eurasian Educational Research Congress (EJERCongress) (11th, Türkiye, May 21-24, 2024)",,http://eric.ed.gov/?id=ED662806,Artificial Intelligence; Literacy; Knowledge Level; Counselor Training; Undergraduate Students; Student Attitudes; Ethics; Privacy; Problem Solving; Integrated Curriculum; Trust (Psychology); Risk,,Speeches/Meeting Papers; Reports - Research
EJ1477740,The Paradox of AI in ESL Instruction: Between Innovation and Oppression,Liat Ariel; Merav Hayak,2025,"This article critically examines Artificial Intelligence in Education (AIED) within English as a Second Language (ESL) contexts, arguing that current practices often deepen systemic inequality. Drawing on Iris Marion Young's ""Five Faces of Oppression,"" we analyze the implementation of AIED in oppressed schools, illustrating how students are tracked into the consumer track--passive users of AI technologies--while privileged students are directed into the creator track, where they learn to design and develop AI. This divide reinforces systemic inequality, depriving disadvantaged students of communicative agency and social mobility. Focusing on the Israeli context, we demonstrate how teachers and students in these schools lack the training and infrastructure to engage meaningfully with AI, resulting in its instrumental rather than transformative use. This ""veil of innovation"" obscures educational injustice, masking deep inequalities in access, agency, and technological fluency. We advocate for an inclusive pedagogy that integrates AI within English education as a tool for empowerment--not as a replacement for linguistic and cognitive development.",Educational Theory,v75 n4 p646-660 2025,10.1111/edth.70034,http://eric.ed.gov/?id=EJ1477740,Artificial Intelligence; Technology Uses in Education; English (Second Language); Second Language Instruction; Equal Education; Social Bias; Technological Literacy; Access to Computers; Foreign Countries; Disadvantaged Youth; Language Proficiency,English,Journal Articles; Reports - Evaluative
EJ1483795,Exploring Omani EFL Student Teachers' Perceptions on Fostering Critical Thinking through Ethical Use of AI,Zulaikha Al-Saadi; Hanan Khalil; Ahmed Mohamed Fahmy Yousef,2025,"Background/purpose: This study explores the perceptions of Omani pre-service EFL teachers on promoting critical thinking through the ethical use of AI. The rationale of this study is to better understand the perceived strengths and training needs of pre-service teachers regarding the use of AI, which can improve future educational policy and practice. Materials/methods: A mixed methods approach is employed in this research, which combines a quantitative analysis of survey data with qualitative insights from focus group discussions to examine how AI ethics affect critical thinking and teaching practices. Data was collected from 83 EFL pre-service teachers at the University of Technology and Applied Sciences, Rustaq College, Oman. Results: The most notable finding to emerge from the analysis is a strong awareness of AI ethics among EFL pre-service teachers, with a particular emphasis on data protection, academic integrity, and the balanced use of AI to enhance critical thinking. However, challenges like integrating AI ethics into curricula, a lack of sufficient resources, and limited expertise were identified. Conclusion: This study underlines the importance of institutional support when integrating AI ethics into education and fostering critical thinking skills, ensuring AI acts as an enabler rather than a hindrance to the educational experience.",Educational Process: International Journal,v17 Article e2025319 2025,,http://eric.ed.gov/?id=EJ1483795,Foreign Countries; Preservice Teachers; Student Attitudes; Critical Thinking; Ethics; Artificial Intelligence; Technology Uses in Education; Student Needs; Training; Knowledge Level; Barriers; Information Security; Privacy,English,Journal Articles; Reports - Research; Tests/Questionnaires
EJ1491300,Beyond the Hype: Evidence-Based Approaches to Responsible AI Integration in Workplace Learning,Martin Sposato,2025,"Purpose: This paper examines the integration of artificial intelligence (AI) in organizational training and development through an evidence-based lens, addressing the gap between technological enthusiasm and pedagogical effectiveness in workplace learning contexts. Design/methodology/approach: An integrative literature review methodology was employed following Torraco's (2016) framework for synthesizing diverse knowledge streams. The analysis examined 180 papers from multiple databases, combining theoretical frameworks from social cognitive theory (Bandura, 1986) and organizational learning theory (Dittmar et al., 2025) to develop an integrated conceptual framework. Findings: The analysis reveals critical misalignments between current AI implementation practices and established learning principles. While AI demonstrates effectiveness in personalized content delivery and routine skill development, significant challenges emerge in supporting transformative learning and maintaining social learning dynamics. Cultural variations and ethical considerations substantially influence implementation success. Originality/value: This paper contributes an integrated theoretical framework bridging individual and organizational learning perspectives in AI contexts, identifies specific gaps between technological capabilities and pedagogical requirements and proposes evidence-based guidance for practitioners navigating AI implementation decisions.",Education & Training,v67 n9 p928-939 2025,10.1108/ET-01-2025-0034,http://eric.ed.gov/?id=EJ1491300,Artificial Intelligence; Technology Uses in Education; Instructional Effectiveness; Evidence Based Practice; Workplace Learning; Barriers; Cultural Differences; Organizational Learning; Program Implementation; Ethics; Governance,English,Journal Articles; Information Analyses
ED671799,AI Integration into Andragogical Education,"Viktor Wang, Editor",2025,"Artificial Intelligence (AI) integration in andragogical education offers significant enhancements to the learning experience for adult learners. By utilizing AI-powered platforms, instructors can provide personalized learning paths that adapt to the unique needs, interests, and goals of each individual. These systems can analyze performance data to deliver tailored content and resources, facilitating more effective skill development. Ultimately, AI empowers adult learners to take greater ownership of their education, promoting lifelong learning and professional growth. ""AI Integration into Andragogical Education"" examines the impact of AI's integration into andragogical education and its impact on adult learners. It further delves into ethical considerations and strategies for AI's implementation. Covering topics such as critical thinking, higher education, and urban education, this book is an excellent resource for educators, administrators, instructional designers, policymakers, researchers, and more.",IGI Global,,,http://eric.ed.gov/?id=ED671799,Andragogy; Artificial Intelligence; Computer Software; Technology Integration; Individualized Instruction; Intelligent Tutoring Systems; Teaching Methods; Adult Learning; Lifelong Learning; Adult Education; Professional Development; Ethics; Educational Strategies; Critical Thinking; Higher Education; Urban Education; Transformative Learning; Independent Study; Problem Solving; Education Work Relationship; Labor Needs; Equal Education,,Books; Collected Works - General
EJ1399080,Using Generative Artificial Intelligence for Language Education Research: Insights from Using OpenAI's ChatGPT,"Pack, Austin; Maloney, Jeffrey",2023,"Progress made in Natural Language Processing (NLP) and Artificial Intelligence (AI) in recent years has resulted in these tools becoming more accessible for individuals who lack professional training. Of particular note are large language models, such as OpenAI's GPT-3.5. Discussions of utilizing AI for language education usually focus on the impact the technology will have on students and teachers. Less frequently the center of attention is how generative AI tools can empower researchers. The purpose of this paper is to raise awareness by demonstrating and discussing examples of how OpenAI's chatbot, ChatGPT, can be leveraged as a tool for language education researchers. After briefly introducing the use of AI generative tools in the field, this paper demonstrates how a researcher, without any understanding of NLP or AI, may use ChatGPT to assist with research through multiple means, including approaches to its use for compiling and summarizing information, and as a research assistant throughout multiple steps of research. This is followed by a discussion of potential ethical concerns of using AI for research in the field. We conclude by issuing a call for further work examining how researchers can harness the potential of this technology in ethical ways.",TESOL Quarterly: A Journal for Teachers of English to Speakers of Other Languages and of Standard English as a Second Dialect,v57 n4 p1571-1582 2023,10.1002/tesq.3253,http://eric.ed.gov/?id=EJ1399080,Artificial Intelligence; Computer Software; Teaching Methods; Second Language Learning; Second Language Instruction; Ethics; Natural Language Processing; Technology Uses in Education,English,Journal Articles; Reports - Evaluative
EJ1436064,Generative AI and the Development of Assignments That Promote Critical Thinking and Ethical Application in Counselor Education,Imre Csaszar; Jennifer R. Curry,2024,"Students have gravitated toward the convenience of artificial intelligence (AI) to generate text, music, and for entertainment. Faculty are also emerging as AI consumers. Given that faculty workloads have become increasingly difficult to manage, AI holds promise for assisting with teaching and research. In this article, a pedagogical case study is presented with findings from two courses where generative AI was implemented to facilitate graduate student learning through assignments created that aligned to course objectives and lessons. Findings and implications are discussed.",Research Issues in Contemporary Education,v9 n2 p82-108 2024,,http://eric.ed.gov/?id=EJ1436064,Artificial Intelligence; Assignments; Critical Thinking; Ethics; Counselor Training; Technology Uses in Education; Graduate Students; Student Attitudes; Inquiry,English,Journal Articles; Reports - Research
EJ1482950,Integrating Generative AI in Teacher Education: A Qualitative Exploration of TPACK Growth and Critical Reflection,Min Jou; Tzu-Hsuan Kuo; Yu-Chun Chiang; Yungwei Hao; Chun-Chiang Huang,2025,"This study investigates how generative AI technologies influence pre-service teachers' pedagogical thinking and instructional design practices within a vocational education context. Drawing on a qualitative framework, the research engaged students in a task-based learning environment that integrated tools such as ChatGPT and image generators into authentic teaching design tasks. Data were collected through reflective journals, interviews, and teaching artifacts. Thematic analysis revealed three core trajectories of professional growth: (1) a shift from uncertainty to confidence in using AI tools; (2) the situated development of TPACK through iterative design and reflection; and (3) the emergence of critical awareness regarding AI ethics, accuracy, and bias. Students not only explored how AI could support their instructional creativity, but also expressed concerns about content reliability and the limitations of automated outputs. Their reflections illustrated an evolving understanding of AI not just as a tool, but as a coparticipant in instructional reasoning. The findings suggest that meaningful integration of generative AI requires more than technical training; it calls for pedagogical framing, ethical discourse, and reflective space. Teacher education programs must therefore cultivate not only AI fluency, but also critical and adaptive instructional mindsets capable of navigating the complexities of AI-supported teaching.",Turkish Online Journal of Educational Technology - TOJET,v24 n3 p54-59 2025,,http://eric.ed.gov/?id=EJ1482950,Artificial Intelligence; Preservice Teacher Education; Preservice Teachers; Pedagogical Content Knowledge; Technological Literacy; Technology Uses in Education; Self Efficacy; Reflection; Ethics; Accuracy; Bias; Creativity; Instructional Design; Foreign Countries,English,Journal Articles; Reports - Research
EJ1388779,Bias in Automatic Speech Recognition: The Case of African American Language,"Martin, Joshua L.; Wright, Kelly Elizabeth",2023,"Research on bias in artificial intelligence has grown exponentially in recent years, especially around racial bias. Many modern technologies which impact people's lives have been shown to have significant racial biases, including automatic speech recognition (ASR) systems. Emerging studies have found that widely-used ASR systems function much more poorly on the speech of Black people. Yet, this work is limited because it lacks a deeper consideration of the sociolinguistic literature on African American Language (AAL). In this paper, then, we seek to integrate AAL research into these endeavors to analyze ways in which ASRs might be biased against the linguistic features of AAL and how the use of biased ASRs could prove harmful to speakers of AAL. Specifically, we (1) provide an overview of the ways in which AAL has been discriminated against in the workforce and healthcare in the past, and (2) explore how introducing biased ASRs in these areas could perpetuate or even deepen linguistic discrimination. We conclude with a number of questions for reflection and future work, offering this document as a resource for cross-disciplinary collaboration.",Applied Linguistics,v44 n4 p613-630 Aug 2023,10.1093/applin/amac066,http://eric.ed.gov/?id=EJ1388779,Automation; Speech Communication; Black Dialects; Racism; Artificial Intelligence; Racial Discrimination; Linguistics,English,Journal Articles; Reports - Evaluative
ED675601,A Bias-Aware Deep Learning Framework for Hierarchical Microcredential Classification,Mohammad Arif Ul Alam; Geeta Verma; Eumie Jhong; Justin Barber; Ashis Kumer Biswas,2025,"The growing demand for microcredentials in education and workforce development necessitates scalable, accurate, and fair assessment systems for both soft and hard skills based on students' lived experience narratives. Existing approaches struggle with the complexities of hierarchical credentialing and the mitigation of algorithmic bias related to gender and ethnicity. In this paper, we propose a novel deep learning framework that integrates hierarchical classification based on dynamic thresholding with a dual deep Q network dueling (DDQN dueling) for bias mitigation. Our method improves predictive performance at all three levels of microcredential classification, achieving an increase in 7% sensitivity and an improvement in 6% specificity over baseline models. Furthermore, our framework significantly improves fairness by reducing gender and ethnicity bias, as measured by equalized odds, by over 20% compared to conventional approaches. Extensive evaluations on a dataset of 3,000 student narratives demonstrate a 12% improvement in the F1 score and a 5% increase in AUROC relative to existing methods. These results underscore the effectiveness of our approach in advancing both hierarchical classification accuracy and fairness in real-world educational applications. [For the complete proceedings, see ED675583.]",International Educational Data Mining Society,"Paper presented at the International Conference on Educational Data Mining (EDM) (18th, Palermo, Italy, Jul 20-23, 2025)",,http://eric.ed.gov/?id=ED675601,Microcredentials; Sex; Ethnicity; Artificial Intelligence; Natural Language Processing; Bias; Algorithms; Student Experience; Material Development; Automation,,Speeches/Meeting Papers; Reports - Research
EJ1457241,The Future of Artificial Intelligence in English Language Teaching: Pros and Cons of ChatGPT Implementation through a Systematic Review,Mohammad H. Al-khresheh,2024,"The integration of artificial intelligence (AI) into language instruction has presented new opportunities, with ChatGPT emerging as a promising tool for interactive and personalized learning. This systematic review examines the effectiveness, advantages, and drawbacks of the ChatGPT in English language teaching (ELT). To achieve this objective, peer-reviewed studies published between 2023 and 2024 were sourced from the Web of Science database and focused on those that explored ChatGPT for language instruction. Using standardized criteria, data extraction covered the study design, participants, interventions, outcomes, and quality assessments. The findings indicate that the ChatGPT significantly improves language teaching by providing personalized feedback, fostering learner autonomy, enhancing student motivation and engagement, and facilitating specific language skills. Moreover, its ability to simulate real-life conversations makes it an effective tool to improve language fluency and comprehension. Nevertheless, challenges have been highlighted, such as overreliance on AI, academic dishonesty, skill deterioration, biases in AI-generated content, and the digital divide affecting access to AI technology. Integrating AI into existing educational frameworks and addressing the need for teacher training have also emerged as significant concerns. The implications are provided based on these findings.",Language Teaching Research Quarterly,v43 p54-80 2024,,http://eric.ed.gov/?id=EJ1457241,Futures (of Society); Artificial Intelligence; Computer Software; Technology Uses in Education; Second Language Learning; Second Language Instruction; English (Second Language); Individualized Instruction; Research Reports; Databases; Personal Autonomy; Independent Study; Instructional Improvement; Intervention; Outcomes of Education; Feedback (Response); Language Fluency; Language Processing; Barriers; Ethics; Integrity; Cheating; Faculty Development; Language Teachers; Educational Benefits,English,Journal Articles; Information Analyses
EJ1481172,Bridging AI Skills Gaps in Marketing Education: Prompt Engineering as a Key Competency,Mohammad Saleh Torkestani; David B. Dose; Taha Mansouri,2025,"The advancement of artificial intelligence is reshaping the marketing landscape, underscoring the need to integrate prompt engineering into marketing education. This study presents a conceptual framework for embedding prompt engineering within marketing curricula, rooted in established educational theories. An integrative literature review and thematic analysis revealed five critical themes: the essential role of prompt engineering, key techniques for marketing students, curriculum integration challenges, effective implementation strategies, and wider implications for marketing education. The resulting framework encompasses five core components: foundational AI and marketing knowledge, skill development in prompt engineering, curriculum integration and design, faculty development through interdisciplinary collaboration, and ethical AI use. A workshop-based case study demonstrates how instruction in advanced prompting techniques enhanced content clarity, creativity, and practical AI readiness. Building on these findings, the paper offers actionable recommendations for curricular design, faculty training, hands-on learning opportunities, industry partnerships, ethical considerations, and ongoing assessment. By equipping students with robust prompting skills and ethical awareness, educators can address the evolving demands of AI-driven marketing, ultimately advancing the profession. This comprehensive framework helps institutions modernize their marketing programs, fostering graduates prepared for innovation and responsible AI engagement.",Marketing Education Review,v35 n3 p188-214 2025,10.1080/10528008.2025.2501788,http://eric.ed.gov/?id=EJ1481172,Business Education; Artificial Intelligence; Computer Literacy; Marketing; College Curriculum; Educational Theories; Ethics; Integrated Curriculum; Barriers; Workshops,English,Journal Articles; Reports - Research
EJ1488657,Integrating Generative AI in Teacher Education: A Qualitative Exploration of TPACK Growth and Critical Reflection,Min Jou; Tzu-Hsuan Kuo; Yu-Chun Chiang; Yungwei Hao; Chun-Chiang Huang,2025,"This study investigates how generative AI technologies influence pre-service teachers' pedagogical thinking and instructional design practices within a vocational education context. Drawing on a qualitative framework, the research engaged students in a task-based learning environment that integrated tools such as ChatGPT and image generators into authentic teaching design tasks. Data were collected through reflective journals, interviews, and teaching artifacts. Thematic analysis revealed three core trajectories of professional growth: (1) a shift from uncertainty to confidence in using AI tools; (2) the situated development of TPACK through iterative design and reflection; and (3) the emergence of critical awareness regarding AI ethics, accuracy, and bias. Students not only explored how AI could support their instructional creativity, but also expressed concerns about content reliability and the limitations of automated outputs. Their reflections illustrated an evolving understanding of AI not just as a tool, but as a co-participant in instructional reasoning. The findings suggest that meaningful integration of generative AI requires more than technical training; it calls for pedagogical framing, ethical discourse, and reflective space. Teacher education programs must therefore cultivate not only AI fluency, but also critical and adaptive instructional mindsets capable of navigating the complexities of AI-supported teaching. [This is a reprint of an article originally published in ""Turkish Online Journal of Educational Technology"" v24 n3 p54-59 2025.]",Turkish Online Journal of Educational Technology - TOJET,v24 n4 p101-107 2025,,http://eric.ed.gov/?id=EJ1488657,Artificial Intelligence; Preservice Teacher Education; Preservice Teachers; Pedagogical Content Knowledge; Technological Literacy; Technology Uses in Education; Self Efficacy; Reflection; Ethics; Accuracy; Bias; Creativity; Instructional Design; Foreign Countries,English,Journal Articles; Reports - Research
EJ1443796,A Mobile Contextualized Educational Game Framework with ChatGPT Interactive Scaffolding for Employee Ethics Training,Yu-Chi Chen; Huei-Tse Hou,2024,"Technologies like ChatGPT and other AI tools have impacted learning by giving students more chances to ask questions and explore knowledge. The inclusion of Non-Player Characters (NPCs) as scaffolding in game-based situated learning activities can have a positive impact on learning. The application of ChatGPT to role-playing has potential; therefore, this study designed a ""ChatGPT-based NPCs scaffolding Workflow Framework"" and used it as the basis for designing and evaluating an educational game for employee ethics training with empirical evidence. This study had 61 participants, divided into a document scaffolding group (n = 32) and a ChatGPT-based NPC group (n = 29) and examined the learning achievement, flow, motivation, and anxiety in the two groups. The results showed that the designs of both groups benefited learning achievement, and both groups could maintain a certain level of high motivation and engagement. Through qualitatively analyzing the content of students' discussions with NPCs, it was found that there is potential for NPC-assisted learning through ChatGPT. Overall, this study explored the efficacy and limitations of using ChatGPT-based NPCs as scaffolding in game-based learning and found that it is extensible. We also present a framework for the design of ChatGPT-based NPCs scaffolding mechanism.",Journal of Educational Computing Research,v62 n7 p1737-1762 2024,10.1177/07356331241268505,http://eric.ed.gov/?id=EJ1443796,Educational Games; Artificial Intelligence; Natural Language Processing; Scaffolding (Teaching Technique); Interaction; Job Training; Ethics; Game Based Learning; Performance; Achievement; Motivation; Anxiety; Handheld Devices; Learner Engagement; Attitudes; Training Methods,English,Journal Articles; Reports - Research
EJ1400606,ChatGPT and Its Ethical Implications for STEM Research and Higher Education: A Media Discourse Analysis,"Nam, Benjamin H.; Bai, Qiong",2023,"With the increasing demand brought on by the beginning of the fourth industrial revolution in the period of post-digital education and bio-digital technology, artificial intelligence (AI) has played a pivotal role in supporting human intelligence and contributing to intellectuals within science, technology, science, and mathematics (STEM) and in the broader field of higher education. Thus, this study examines how writers for mainstream STEM journals and higher education magazines perceive the impact of ChatGPT, a powerful AI chatbot, on STEM research and higher education. ChatGPT can generate realistic texts based on user prompts. However, this platform also poses ethical challenges for academic integrity, authorship, and publication.Using a comparative media discourse analysis approach, this study analyzes 72 articles from four media outlets: (a) Springer Nature; (b) The Chronicle of Higher Education; (c) Inside Higher Ed; and (d) Times Higher Education. The results show that the writers expressed various concerns and opinions about the potential conflicts and crises caused by ChatGPT in three areas: (a) academic research and publication; (b) teaching and learning; and (c) human resources management.This study concludes with some policy implications and suggestions for future research on ChatGPT and AI ethics in academia by reilluminating the most overarching policy concerns related to ethical writing in STEM research and higher education and limitations to the blindness to authorship and academic integrity among diverse stakeholders.",International Journal of STEM Education,v10 Article 66 2023,10.1186/s40594-023-00452-5,http://eric.ed.gov/?id=EJ1400606,Artificial Intelligence; Ethics; Educational Research; STEM Education; Integrity; Periodicals; Higher Education; Educational Policy; Crisis Management; Authors,English,Journal Articles; Reports - Research
